cr_film_id,url,title,original_title,year,preferred_lang_class,display_name,candidate_count,failure_reasons,candidate_upload_ids
9605,https://ceskarepublika.wiki/filmy-online/dvojita-hra,Dvojitá hra,Under Fire,2025,CZ_DUB,Dvojitá hra (2025) CZ Dabing,5,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/dvojita-hra-2025-akcni-thriller-usa-czdab-1080p/628508a8d09647bf | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/dvojita-hra-2025-cz-dab-1080p/7c1810e73d1c1b7d | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/dvojita-hra-2025-cz-dab-1080p/ea0a9d33483dd7db | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/dvojita-hra-2025-cz-dabing/133acc0bef28d689 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/dvojita-hra-2025-cz-dabing/6d2b03b58984cc15,ea0a9d33483dd7db;628508a8d09647bf;7c1810e73d1c1b7d;133acc0bef28d689;6d2b03b58984cc15
16433,https://ceskarepublika.wiki/filmy-online/divka-jmenem-willow,Dívka jménem Willow,Ein Mädchen namens Willow,2025,CZ_DUB,Dívka jménem Willow (2025) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/divka-jmenem-willow-2025-cz-dab-1080p/e4f5a64dbc694aac,e4f5a64dbc694aac
6749,https://ceskarepublika.wiki/filmy-online/holky-to-chtej-porad,Holky to chtěj pořád,Mädchen Mädchen!,2025,CZ_DUB,Holky to chtěj pořád (2025) CZ Dabing,3,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/holky-to-chtej-porad-2025-1080p-cz-dabing/525736400983a598 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/holky-to-chtej-porad-2025-cz-dab/7c4388a8f459a4ce | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/holky-to-chtej-porad-2025/fb056954f553820d,525736400983a598;7c4388a8f459a4ce;fb056954f553820d
8365,https://ceskarepublika.wiki/filmy-online/hura-zase-vanoce,"Hurá, zase Vánoce!",Oh. What. Fun.,2025,CZ_DUB,"Hurá, zase Vánoce! (2025) CZ Dabing",1,oversize: 6112129100 B,cad784b83af7b1a8
31545,https://ceskarepublika.wiki/filmy-online/jidelni-vuz-divadelni-zaznam,Jídelní vůz (divadelní záznam),,2025,CZ_NATIVE,Jídelní vůz (divadelní záznam) (2025) CZ,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/jidelni-vuz-divadelni-zaznam-2025-cz-mp4/6e0f70ebbd3a675b,6e0f70ebbd3a675b
31452,https://ceskarepublika.wiki/filmy-online/laska-z-nebes,Láska z nebes,Angels & Co.,2025,CZ_DUB,Láska z nebes (2025) CZ Dabing,3,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/laska-z-nebes-2025-cz-dab-1080p-mp4/faef09ef220becf4 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/laska-z-nebes-2025-cz-dab-1080p/3480dcf2835e887d | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/laska-z-nebes-2025-cz-dabing/e7b8e67de18e7db7,3480dcf2835e887d;faef09ef220becf4;e7b8e67de18e7db7
6142,https://ceskarepublika.wiki/filmy-online/m3gan-20,M3GAN 2.0,M3GAN 2.0,2025,CZ_DUB,M3GAN 2.0 (2025) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/m3gan-2-0-2025-czdab/3593a60bf7260d01,3593a60bf7260d01
16401,https://ceskarepublika.wiki/filmy-online/na-horach,Na horách,Na horách,2025,CZ_DUB,Na horách (2025) CZ Dabing,6,resolve_failed: no videos.push() blocks found at https://prehraj.to/na-horach-2025-1080p-cz-dabing-mp4/4ccc5e8ebd56257c | resolve_failed: no videos.push() blocks found at https://prehraj.to/na-horach-2025-1080p-cz-dabing-mp4/5db41d9c6d0f3fc3 | resolve_failed: no videos.push() blocks found at https://prehraj.to/na-horach-2025-1080p-cz-dabing/4b535fd461a63b31 | resolve_failed: no videos.push() blocks found at https://prehraj.to/na-horach-2025-1080p-cz-topkvalita/1b9f32623c6ff011 | resolve_failed: no videos.push() blocks found at https://prehraj.to/na-horach-2025-cz-dabing-1080p-mkv/51180385cc47c2f3 | resolve_failed: no videos.push() blocks found at https://prehraj.to/na-horach-2025/c10150bff46e6815,5db41d9c6d0f3fc3;4b535fd461a63b31;4ccc5e8ebd56257c;51180385cc47c2f3;1b9f32623c6ff011;c10150bff46e6815
28719,https://ceskarepublika.wiki/filmy-online/nelituju-niceho,Nelituju ničeho,Regretting You,2025,CZ_DUB,Nelituju ničeho (2025) CZ Dabing,3,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/nelituju-niceho-2025-cz-dabing-mkv/e37481ae5279c069 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/nelituju-niceho-2025-cz-dabing/12a5c791e9597fad | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/nelituju-niceho-2025-cz-dabing/6497a979d2a914f8,e37481ae5279c069;6497a979d2a914f8;12a5c791e9597fad
4042,https://ceskarepublika.wiki/filmy-online/novokain,Novokain,Novocaine,2025,CZ_DUB,Novokain (2025) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/novokain-2025-1080p-cz-dabing/ceb7436929baf087,ceb7436929baf087
16561,https://ceskarepublika.wiki/filmy-online/neco-za-neco-2025,Něco za něco,Něco za něco,2025,CZ_DUB,Něco za něco (2025) CZ Dabing,5,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/neco-za-neco-2025-1080-dabcz-mkv/b3118307edfec332 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/neco-za-neco-2025-1080-dabcz-mp4/f1799b03d0eec5d2 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/neco-za-neco-2025-1080p-h264-aac-ces/15ef88b16e1a245c | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/neco-za-neco-2025-cz-dab-1080p/f6ae61522481e0b9 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/neco-za-neco-2025-cz/2d92f20c5d08703d,f6ae61522481e0b9;15ef88b16e1a245c;f1799b03d0eec5d2;b3118307edfec332;2d92f20c5d08703d
3185,https://ceskarepublika.wiki/filmy-online/operace-black-bag,Operace Black Bag,Black Bag,2025,CZ_DUB,Operace Black Bag (2025) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/operace-black-bag-black-bag-2025-cz-dabing/c7dfcaab539e0ab4,c7dfcaab539e0ab4
8630,https://ceskarepublika.wiki/filmy-online/panda-a-ja,Panda a já,Moon le Panda,2025,CZ_DUB,Panda a já (2025) CZ Dabing,2,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/panda-a-ja-2025-cz-dab-1080p/412e00375faa46c1 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/panda-a-ja-2025-cz-dab-1080p/96a9349f24310c7f,412e00375faa46c1;96a9349f24310c7f
18744,https://ceskarepublika.wiki/filmy-online/red-flags,Red Flags,Red Flags,2025,CZ_DUB,Red Flags (2025) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/red-flags-2025-cz-dabing-hd/433b7c7f88f3f9e7,433b7c7f88f3f9e7
31516,https://ceskarepublika.wiki/filmy-online/red-flags-2025,Red Flags,,2025,CZ_DUB,Red Flags (2025) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/red-flags-2025-cz-dabing/4c064751c1c26ae3,4c064751c1c26ae3
16368,https://ceskarepublika.wiki/filmy-online/super-pruvodce,Super průvodce,Le Routard,2025,CZ_DUB,Super průvodce (2025) CZ Dabing,4,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/super-pruvodce-2025-1080p-cz-dabing-2-0/3783ae841879842c | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/super-pruvodce-2025-cz-dab-1080p-mkv/f17465b54967788b | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/super-pruvodce-2025-cz-dab-1080p/6cd078bb4c21196c | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/super-pruvodce-2025-komedie-francie-belgie-czdab-1080p/d8afcbd821a3e4bf,3783ae841879842c;6cd078bb4c21196c;f17465b54967788b;d8afcbd821a3e4bf
6776,https://ceskarepublika.wiki/filmy-online/ticha-posta,Tichá pošta,Tichá pošta,2025,CZ_NATIVE,Tichá pošta (2025) CZ,3,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/ticha-posta-2025-cz-1920x1080p/6771b96cb94cd406 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/ticha-posta-2025-cz-mp4/23e2b66e2ffd325e | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/ticha-posta-2025-cz-mp4/ddba4cdce1122cd4,6771b96cb94cd406;23e2b66e2ffd325e;ddba4cdce1122cd4
6134,https://ceskarepublika.wiki/filmy-online/velka-odvazna-nadherna-cesta,Velká odvážná nádherná cesta,A Big Bold Beautiful Journey,2025,CZ_DUB,Velká odvážná nádherná cesta (2025) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/velka-odvazna-nadherna-cesta-2025-cz-dab-1080p/0eeb988fc4c283ee,0eeb988fc4c283ee
1858,https://ceskarepublika.wiki/filmy-online/vrat-mi-ji,Vrať mi ji,Bring Her Back,2025,CZ_DUB,Vrať mi ji (2025) CZ Dabing,3,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/vrat-mi-ji-2025-cz-dabing/97bc692d4f724f6f | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/vrat-mi-ji-horor-2025-cz-dabing-by-pefto/8010dc7f6c63b4df | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/vrat-mi-ji-horor-2025/f7b33db5a08d70de,8010dc7f6c63b4df;97bc692d4f724f6f;f7b33db5a08d70de
9937,https://ceskarepublika.wiki/filmy-online/smoulove-ve-filmu,Šmoulové ve filmu,Smurfs,2025,CZ_DUB,Šmoulové ve filmu (2025) CZ Dabing,3,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/smoulove-ve-filmu-2025-cz-dabing-kfc/4a506f7c67b71cc1 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/smoulove-ve-filmu-2025-cz-dabing-uhd-animation-mp4/9636ef76c8e60e57 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/smoulove-ve-filmu-2025-cz-dabing/90af7a189fe43915,9636ef76c8e60e57;90af7a189fe43915;4a506f7c67b71cc1
2766,https://ceskarepublika.wiki/filmy-online/zivot-v-hajzlu,Život v hajzlu,Caught Stealing,2025,CZ_DUB,Život v hajzlu (2025) CZ Dabing,3,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/caught-stealing-2025-1080p-cz-dabing/04d683770f27f2c4 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/zivot-v-hajzlu-2025-1080p-cz-dabing/d33fc1799161284c | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/zivot-v-hajzlu-2025-cz-dab-mp4/468927498471a3c1,d33fc1799161284c;04d683770f27f2c4;468927498471a3c1
28754,https://ceskarepublika.wiki/filmy-online/krvava-nevesta-hra-zacina,Krvavá nevěsta: Hra začíná,Ready or Not: Here I Come,2026,CZ_DUB,Krvavá nevěsta: Hra začíná (2026) CZ Dabing,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/krvava-nevesta-hra-zacina-2026-cz-dabing-top-kvalita-mkv/a4abb8119aa51c53,a4abb8119aa51c53
29053,https://ceskarepublika.wiki/filmy-online/nekdo-to-rad-v-plzni,Někdo to rád v Plzni,,2026,CZ_NATIVE,Někdo to rád v Plzni (2026) CZ,3,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/nekdo-to-rad-v-plzni-2026-cz-mp4/9f1a8325e6e03e61 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/nekdo-to-rad-v-plzni-2026-cz-mp4/c39a47962cff2d13 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/nekdo-to-rad-v-plzni-2026-cz/6200894d538e48c1,c39a47962cff2d13;9f1a8325e6e03e61;6200894d538e48c1
34413,https://ceskarepublika.wiki/filmy-online/rikaji-mi-lars,Říkají mi Lars,,2026,CZ_NATIVE,Říkají mi Lars (2026) CZ,1,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/jmenuji-se-lars-2026-1080p-mkv/879be4c64c1c8324,879be4c64c1c8324
34432,https://ceskarepublika.wiki/filmy-online/svihaci-2026,Šviháci,,2026,CZ_DUB,Šviháci (2026) CZ Dabing,2,resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/svihaci-1080p-2026-cz-dabing-mkv/666787a332f2c0f3 | resolve_failed: HTTP 502 wrapping permanent upstream error: https://prehraj.to/svihaci-2026-cz-dabing-mkv/2067427d8701f4e8,666787a332f2c0f3;2067427d8701f4e8
